"","cell_id","group"
"acaeklce-1","acaeklce-1","Endo_2"
"acaeledk-1","acaeledk-1","Unk"
"acafhkgp-1","acafhkgp-1","Endo_2"
"acafjajo-1","acafjajo-1","Endo_2"
"acafkogh-1","acafkogh-1","Endo_1"
"acaiggac-1","acaiggac-1","Ery"
"acajclpo-1","acajclpo-1","Unk"
"acajdfek-1","acajdfek-1","Ery"
"acajolkp-1","acajolkp-1","Unk"
"acalplcp-1","acalplcp-1","Unk"
"acanliej-1","acanliej-1","LEPRhi_MSC"
"acaoajnn-1","acaoajnn-1","PC"
"acbaipgg-1","acbaipgg-1","LEPRhi_MSC"
"acbcgkpg-1","acbcgkpg-1","Unk"
"acbdanef-1","acbdanef-1","Unk"
"acbdgalj-1","acbdgalj-1","Unk"
"acbdlbdj-1","acbdlbdj-1","Unk"
"acbehoge-1","acbehoge-1","Unk"
"acbfmdco-1","acbfmdco-1","Unk"
"acbgfkpo-1","acbgfkpo-1","Unk"
"acbichab-1","acbichab-1","Unk"
"acbijhma-1","acbijhma-1","Endo_1"
"acbjheof-1","acbjheof-1","Granulo"
"acblodif-1","acblodif-1","Ery"
"acbmkecl-1","acbmkecl-1","LEPRhi_MSC"
"acbpdjmp-1","acbpdjmp-1","Endo_1"
"accebmio-1","accebmio-1","Unk"
"accecnml-1","accecnml-1","Granulo"
"accfjjnj-1","accfjjnj-1","Unk"
"accfmncc-1","accfmncc-1","Adipo"
"accgckel-1","accgckel-1","Unk"
"accggkgk-1","accggkgk-1","Adipo"
"accgmodk-1","accgmodk-1","Unk"
"accgplko-1","accgplko-1","Unk"
"accihmhe-1","accihmhe-1","Unk"
"accijbal-1","accijbal-1","Adipo"
"accijfeg-1","accijfeg-1","Unk"
"accjcgpk-1","accjcgpk-1","LEPRhi_MSC"
"accjpfam-1","accjpfam-1","Granulo"
"acclfdgc-1","acclfdgc-1","Endo_1"
"accmgoeb-1","accmgoeb-1","Endo_1"
"accoackl-1","accoackl-1","LEPRhi_MSC"
"accpgolm-1","accpgolm-1","Unk"
